sample_id,mae_shoulder_pan,bias_shoulder_pan,mae_shoulder_lift,bias_shoulder_lift,mae_elbow_flex,bias_elbow_flex,mae_wrist_flex,bias_wrist_flex,mae_wrist_roll,bias_wrist_roll,mae_gripper,bias_gripper,mae_all
sample_000100,0.3217519521713257,0.3217519521713257,0.6176677942276001,0.6176677942276001,0.5193029642105103,0.5193029642105103,0.08148104697465897,0.03418385237455368,0.08290940523147583,0.05709964036941528,0.7432255744934082,-0.7432255744934082,0.3943897783756256
sample_000101,1.3353893756866455,1.3353893756866455,0.3504531979560852,0.3504531979560852,0.06070816516876221,-0.009243732318282127,0.41845089197158813,0.41845089197158813,0.12790870666503906,-0.04838249832391739,0.3883635699748993,-0.2936233580112457,0.44687893986701965
sample_000102,0.5366881489753723,-0.5366881489753723,0.256202757358551,-0.24777331948280334,0.4311520755290985,-0.40609243512153625,0.18761329352855682,-0.1692551076412201,0.18884098529815674,0.18883991241455078,0.7379279732704163,0.5240166783332825,0.3897375166416168
sample_000103,0.20203015208244324,0.20203015208244324,1.4035186767578125,-1.4035186767578125,0.9854926466941833,-0.9854926466941833,0.1814395934343338,-0.1509496569633484,0.07171060144901276,-0.055025339126586914,0.5722366571426392,0.5707323551177979,0.5694047212600708
sample_000104,1.241188883781433,0.9509797096252441,0.3578187823295593,-0.3578187823295593,0.1285845786333084,-0.1285845786333084,0.3322795033454895,-0.1145850345492363,0.27311810851097107,-0.2288413792848587,0.5059463381767273,0.5059463381767273,0.47315606474876404
sample_000105,1.0276825428009033,-1.0276825428009033,0.48937445878982544,0.36805376410484314,0.6546028256416321,0.6546028256416321,0.5850067734718323,-0.46935251355171204,0.0945882648229599,0.08230021595954895,0.09630680084228516,0.030069665983319283,0.491260290145874
sample_000106,0.2562785744667053,-0.0659119188785553,0.9701728820800781,0.9701728820800781,0.30522477626800537,0.30522477626800537,1.140852689743042,1.140852689743042,0.06186041980981827,0.016514353454113007,0.9685513377189636,-0.9685513377189636,0.6171568036079407
sample_000107,1.0781245231628418,1.0781245231628418,0.5706722736358643,0.09195461869239807,0.3436879813671112,-0.02140878513455391,0.37758490443229675,0.37009739875793457,0.10735733807086945,-0.10735733807086945,0.4899786114692688,0.0632876306772232,0.4945676326751709
sample_000108,0.9275283813476562,-0.9275283813476562,0.7583827972412109,-0.7583827972412109,0.2362101525068283,-0.2362101525068283,0.5997785329818726,-0.5997785329818726,0.14926370978355408,-0.14926370978355408,0.21540209650993347,0.06500113755464554,0.48109427094459534
sample_000109,1.5005557537078857,1.4158662557601929,0.7779331207275391,-0.7779331207275391,0.4419729709625244,-0.4419729709625244,0.2021043449640274,-0.2021043449640274,0.2850261330604553,-0.2850261330604553,0.35585808753967285,0.35585808753967285,0.5939083695411682
sample_000110,0.936069905757904,0.936069905757904,1.1802787780761719,1.1802787780761719,0.4767753481864929,0.4767753481864929,1.019345760345459,1.019345760345459,0.1024358868598938,-0.1024358868598938,0.8743906021118164,-0.8310642242431641,0.7648827433586121
sample_000111,0.8724048733711243,0.4668926000595093,0.35705795884132385,-0.35705795884132385,0.32384878396987915,-0.32384878396987915,0.31053364276885986,0.31053364276885986,0.17434293031692505,-0.012883670628070831,0.3295110762119293,0.15874198079109192,0.3946165144443512
